"smiles","drug_label"
"OC[C@H]1CN(CC2=CN[C@@H]3[C@H]2N=CNC3=O)C[C@@H]1O","4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol (DB03551)"
"CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7[N+]8=C(C=C1N2[Fe@]68N34)C(=O)[C@@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O","Heme D (DB03469)"
"CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O","3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid (DB03647)"
"CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O","1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One (DB03475)"
"[O-][N+](=O)C1=CC(=CC=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O","6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One (DB03507)"
"O[C@@H](CNC1=CC=CC=C1C(O)=O)[C@@H](O)[C@H](O)COP(O)(O)=O","1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate (DB03543)"
"C[N+](CO)(CO)CO","Tris-Hydroxymethyl-Methyl-Ammonium (DB03570)"
"N[C@H](CS[C@@H](O)C[C@@H](N)C(O)=O)C=O","(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate (DB03502)"
"C[C@H]1[C@@H]2[C@@H](C)NC3=C(N2CN1C1=CC=C(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@@](O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@@H]2O)C=C1)C(=O)NC(N)=N3","5,10-Dimethylene Tetrahydromethanopterin (DB03481)"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","Phosphomethylphosphonic Acid Guanosyl Ester (DB03486)"
"N[C@@H](CSP(O)(O)=O)C(O)=O","S-Phosphocysteine (DB03544)"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)C[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","Phosphomethylphosphonic Acid Guanylate Ester (DB03532)"
"O[C@H]1[C@H](O)[C@@H]([O-])O[C@@H](F)[C@@H]1O","5(R)-5-Fluoro-Beta-D-Xylopyranosyl-Enzyme Intermediate (DB03586)"
"NC1=NC2=NC=C(COP(O)(O)=O)N=C2C(=O)N1","Pterin-6-Yl-Methyl-Monophosphate (DB03592)"
"OC[C@H]1O[C@@H](C[C@@H]1O)N1CCC(=O)NC1=O","Tetrahydrodeoxyuridine (DB03562)"
"CC1=CNC(=O)NC1=O","Thymine (DB03462)"
"Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","Formycin-5'-Monophosphate (DB03464)"
"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCC3CCCCC3)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","Cyclohexyl-Hexyl-Beta-D-Maltoside (DB03472)"
"OC[C@H](O)[C@@H](O)CC(=O)C(O)=O","2-Keto-3-Deoxygluconate (DB03489)"
"CC1=NC=C(COP(O)(O)=O)C(CN[C@@H]2CONC2=O)=C1O","Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate (DB03579)"
"[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1","Naringenin (DB03467)"
"CCS(O)(=O)=O","Ethanesulfonic Acid (DB03635)"
"NCCCCCCCNC(N)N","1-Guanidinium-7-Aminoheptane (DB03639)"
"C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2=[N+]3C1=C(C)C1=[N+]4C(=CC5=[N+]6C(=C(C)C7=[N+]([C@]2(C)[C@](C)(CC(N)=O)[C@@H]7CCC(N)=O)[Co]346C)[C@](C)(CC(N)=O)[C@H]5CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)O[P@](O)(=O)O[C@H]1[C@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2","Co-Methylcobalamin (DB03614)"
"CNC(=O)NC(=N)NCCC[C@H]1NC(=O)[C@@H](C)NC(=O)C[C@@H](NC(=O)C[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C1=O)C(O)=O)C(O)=O","Argifin (DB03632)"
"O[C@@H]1C[C@@H](O[C@H]1CO[P@@](O)(=O)NP(O)(O)=O)N1C=CC(=O)NC1=O","2'-deoxyuridine 5'-alpha,beta-imido-diphosphate (DB03641)"
"C[As](C)(=O)SC[C@@H](N)C(O)=O","Cystein-S-Yl Cacodylate (DB03676)"
"CC(=O)ONC(=O)C1=C(O)C=CC=C1","Acetic Acid Salicyloyl-Amino-Ester (DB03667)"
"NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F","1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole (DB03477)"
"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1","Gefitinib (DB00317)"
"[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1","Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine (DB03476)"
"C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1","9-N-Phenylmethylamino-Tacrine (DB03672)"
"[Br-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N@+]2(C)C(C)C","Ipratropium bromide (DB00332)"
"CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12","Promazine (DB00420)"
"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1","Hyoscyamine (DB00424)"
"CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O","BMS184394 (DB03466)"
"CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1","Atenolol (DB00335)"
"[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O","Codeine (DB00318)"
"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O","Hydromorphone (DB00327)"
"CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12","Protriptyline (DB00344)"
"[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C","Fluorometholone (DB00324)"
"[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O","FR230513 (DB03572)"
"OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1","[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid (DB03604)"
"OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O","Floxuridine (DB00322)"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C","Nisoldipine (DB00401)"
"C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](OC[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O","4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose (DB03495)"
"NC1=NC2=C(N=CN2[C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)OP(O)(O)=O)O2)C(=O)N1","2'-Deoxyguanosine-5'-Diphosphate (DB03491)"
"IC1=CNC(=O)NC1=O","5-Iodouracil (DB03554)"
"[H][C@@](CC(C)C)(CN(O)C=O)C(O)=O","2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid (DB03683)"
"OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1","2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione (DB03622)"
"NCC(N)=O","Glycinamid (DB03636)"
"CCCCCCCCOC[C@@H](CO[P@](O)(=O)OCCN)O[P@@](O)(=O)CCCCCCC","1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine (DB03565)"
"CC(=O)C=O","Pyruvoyl Group (DB03587)"
"CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C","Lpc-Ether (DB03633)"
"O=C1C[C@@H]2CC[C@H]1C2","Norcamphor (DB03540)"
"C1C2CC3CC1CC(C2)C3","Adamantane (DB03627)"
"O[C@H]1[C@H](O)[C@@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@@H]1O","L-Myo-Inositol-1-Phosphate (DB03542)"
"OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","Diphenylacetic Acid (DB03588)"
"CCCCCCCCCCNC(=O)NC1CCCCC1","N-Cyclohexyl-N'-Decylurea (DB03677)"
"O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O","Glucose-6-Phosphate (DB03581)"
"OC[C@H]1O[C@@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H](F)[C@@H](O)[C@@H]1O","Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose (DB03488)"
"OC(=O)CCNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O","Sp-876 (DB03558)"
"CCCCCCCCCCCCCC","Tetradecane (DB03563)"
"CCCCCCCCCCCCCCCCCCCCCCC(O)=O","Tricosanoic Acid (DB03500)"
"C[C@@](O)(CCO)CC([O-])=O","(R)-Mevalonate (DB03518)"
"NC1=NC(=O)C2=C(NC[C@@H](CCC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)C2)N1","5,10-Dideazatetrahydrofolic Acid (DB03625)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O","9-Beta-D-Xylofuranosyl-Adenine (DB03528)"
"O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O","L-Glucuronic Acid (DB03652)"
"CC(=O)O[C@@H]1[C@@H](O)O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H]1O","2'-O-Acetyl Adenosine-5-Diphosphoribose (DB03478)"
"[O-]P([O-])(=O)CS","Mercaptomethyl Phosphonate (DB03498)"
"C[C@@H](O)[C@@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O","N-Pyridoxyl-Threonine-5-Monophosphate (DB03576)"
"CC(C)C(=O)[N+]1=C2C(=O)NC(=O)N=C2N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)C2=CC(C)=C(C)C=C12","Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone (DB03531)"
"NC1=NC2=C(N=CN2[C@H]2O[C@H](CO)C[C@@H]2O)C(=O)N1","3-Deoxyguanosine (DB03609)"
"COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1","AL5927 (DB03526)"
"c1ncnn1","1,2,4-Triazole (DB03594)"
"[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1","N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide (DB03596)"
"COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O","Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide] (DB03598)"
"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","Cetirizine (DB00341)"
"CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1","Dexbrompheniramine (DB00405)"
"NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12","Chlorthalidone (DB00310)"
"CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","Acetohexamide (DB00414)"
"CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1","Oxyphenbutazone (DB03585)"
"O=C[C@@H](NC(=O)C(=NOC(C)(C)C(O)=O)C1=CSC(N)=N1)[C@@H]1SCC(=C)C(=N1)C(O)=O","Acylated Ceftazidime (DB03530)"
"CC1(C)S[C@H](N[C@H]1C(O)=O)[C@@H](NC(=O)[C@@H](N)C1=CC=C(O)C=C1)C=O","2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid (DB03658)"
"C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","Alpha-D-Fucose (DB03485)"
"OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1","9-(4-Hydroxyphenyl)-2,7-Phenanthroline (DB03623)"
"NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1","3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide (DB03571)"
"[H][C@@](C)(NC(=O)[C@]([H])(CCCNC(N)N)NC(=O)OCC1=CC=CC=C1)C(C)=O","Benzoyl-Arginine-Alanine-Methyl Ketone (DB03536)"
"[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C","WRR-99 (DB03573)"
"CSCC([O-])=O","[Methylthio]Acetate (DB03517)"
"OC[C@@H](O)[C@@H]1O[C@](O)(C[C@H](O)[C@H]1O)C(O)=O","3-Deoxy-D-Manno-Oct-2-Ulosonic Acid (DB03548)"
"CC1=[O][Fe]2345ON1CCC[C@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](CCCN(O2)C(C)=[O]3)NC(=O)[C@@H](CCCN(O4)C(C)=[O]5)NC1=O","Ferricrocin-Iron (DB03574)"
"C1=CN(C=N1)[Os++]123n4ccccc4-c4ccccn14.c1ccn2c(c1)-c1ccccn31","Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii) (DB03492)"
"CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O","D-Para-Chlorophenyl-1-Acetamidoboronic Acid Alanine (DB03607)"
"NC1=CC2=C(C=C1)N=C(N)N=C2O","2,6-Diaminoquinazolin-4(3h)-One (DB03505)"
"O[C@H]1OC(=C[C@H](O)[C@@H]1O)C(O)=O","4,5-Dehydro-L-Iduronic Acid (DB03569)"
"N[C@@H](CC(=O)OCC(O)=O)C(O)=O","Aspartic Acid-4-Carboxymethyl Ester (DB03522)"
"O=C1N[C@@H]2NC(=O)N[C@@H]2N1","Glycoluril (DB03533)"
"[H][C@@]1(CCCCC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)SC[C@]2([H])NC(=O)N[C@]12[H]","Biotinyl P-Nitroaniline (DB03549)"
"CC(C)C[C@@H](NC(=O)C1=CC2=C(O1)C=CC=C2)C(=O)N[C@@H]1CCCN(CC1=O)S(=O)(=O)C1=CC=CC=N1","Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide (DB03642)"
"OC[C@@H](OP(O)(O)=O)C(O)=O","2-Phospho-D-Glyceric Acid (DB03465)"
"ONC(=O)CP(O)(O)=O","Phosphonoacetohydroxamic Acid (DB03645)"
"OC[C@H]1[C@H](O)[C@@H](O)[C@H]2N=C(O[C@@H]12)N=C","2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose (DB03539)"
"O[C@H]([C@@H](O)[C@@H](O)C([O-])=O)[C@@H](O)C([O-])=O","Glucarate (DB03603)"
"CC1=CC=C(C)C=C1","Para-Xylene (DB03463)"
"OCCC1=CC=C(F)C=C1","4-Fluorophenethyl Alcohol (DB03669)"
"N[C@@H]1N[C@H](N)[C@@H](CCC[C@@H](C2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)(O)C(F)(F)F)C(=O)N1","10-CF3C(OH)2-DDACTHF (DB03546)"
"CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2Cl)=NC2=C(N)N=CN=C12","9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine (DB03504)"
"CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1","Brequinar Analog (DB03480)"
"CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F","6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid (DB03523)"
"OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O","[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate (DB03649)"
"CCCN(C)C(=O)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O","4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid (DB03503)"
"CCC(CC)[C@@H](NC(C)=O)[C@@H]1[C@@H](O)[C@@H](C[C@H]1NC(N)=N)C(O)=O","Bcx-1812 (DB03655)"
"NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1","2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide (DB03509)"
"NCCC[C@@H](NC(=O)CCC(O)=O)C(O)=O","N~2~-Succinylornithine (DB03582)"
"CO[C@H](C[C@H]1OC(=O)C[C@@H](C[C@@H](C)C[C@H](O)[C@@H](C)[C@H](OC)C2=COC(=N2)C2=COC(=N2)C2=COC(C=CC[C@H](OC)[C@H]1C)=N2)O[C@@H](N)O)[C@H](C)CCC(=O)[C@H](C)[C@@H](OC)[C@H](C)C=CN(C)CO","Kabiramide C (DB03616)"
"CCCC[C@@H](CNNC[C@@H](CCCC)C(=O)N[C@@H](CCCCN)C(=O)NC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)NC1=CC=CC=C1","2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide (DB03648)"
"NCCO[P@@](O)(=O)OC[C@@H](O)CO","L-Alpha-Glycerophosphorylethanolamine (DB03484)"
"OP(O)(=O)OC1=C2NCCCC2=CC=C1","RU79073 (DB03525)"
"CC(=O)N[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O","RU82209 (DB03591)"
"CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1","ISO24 (DB03628)"
"N[C@@H]([C@@H](O)C(O)=O)C(O)=O","Beta-Hydroxyaspartic Acid (DB03640)"
"NCCCN1CCN(CCCNC(=O)C2=CC(NC(=O)CC3=CC=CS3)=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)CC1","N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide (DB03524)"
"NC1=C(O)C=CC=C1C(O)=O","3-Hydroxyanthranilic Acid (DB03644)"
"N[C@@H](CCC(=O)N[C@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](N)C(O)=O)C(O)=O","Trypanothione (DB03470)"
"NC(=[NH2+])NCCCO","Guanidine-3-Propanol (DB03637)"
"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C(=O)CC(=O)NC1=O","1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid (DB03668)"
"N[C@@H](Cc1c(O)nc2ccccc12)C(O)=O","2-Hydroxy-Tryptophan (DB03679)"
"CCCC(CCC)C(O)=O","Valproic Acid (DB00313)"
"[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","Gliclazide (DB01120)"
"COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2","Carvedilol (DB01136)"
"[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3","Galantamine (DB00674)"
"FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl","Roflumilast (DB01656)"
"CNC[C@H](O)C1=CC(O)=C(O)C=C1","Epinephrine (DB00668)"
"ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1","Moclobemide (DB01171)"
"CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1","Chlorpropamide (DB00672)"
"CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","Tolbutamide (DB01124)"
"CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1","Pioglitazone (DB01132)"
"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC","Trimethoprim (DB00440)"
"O1[As]2O[As]1O2","Arsenic trioxide (DB01169)"
"CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1","Chloroprocaine (DB01161)"
"CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2","Warfarin (DB00682)"
"COC1=C(CC=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C","Mycophenolate mofetil (DB00688)"
"CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC","Remoxipride (DB00409)"
"COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1","Verapamil (DB00661)"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1","Terazosin (DB01162)"
"CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O","Ethoxzolamide (DB00311)"
"CN1N=C(SC1=N/C(C)=O)S(N)(=O)=O","Methazolamide (DB00703)"
"NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O","Diclofenamide (DB01144)"
"NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F","Bendroflumethiazide (DB00436)"
"CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2","Diazoxide (DB01119)"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F","Gemcitabine (DB00441)"
"CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O","Streptozocin (DB00428)"
"O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O","Pentosan Polysulfate (DB00686)"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O","Moexipril (DB00691)"
"NC[C@@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O)[C@@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](N)[C@H](O)[C@H]1O","Ribostamycin (DB03615)"
"ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1","Tizanidine (DB00697)"
"CCC(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","Tamoxifen (DB00675)"
"C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1","Levocabastine (DB01106)"
"CC(=O)NC1=CC=C(O)C=C1","Acetaminophen (DB00316)"
"O=C1N=CN=C2NNC=C12","Allopurinol (DB00437)"
"CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12","Cyproheptadine (DB00434)"
"CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12","Desipramine (DB01151)"
"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1","Losartan (DB00678)"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1","Alfuzosin (DB00346)"
"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1","Thioridazine (DB00679)"
"[Cl-].C[N+](C)(C)CCOC(N)=O","Carbachol (DB00411)"
"CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1","Flavoxate (DB01148)"
"C[C@@H](N)[C@@H](O)C1=CC=CC=C1","Phenylpropanolamine (DB00397)"
"COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C","Omeprazole (DB00338)"
"COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1","Rabeprazole (DB01129)"
"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O","Naltrexone (DB00704)"
"COC(=O)C(C1CCCCN1)C1=CC=CC=C1","Methylphenidate (DB00422)"
